Unreal -> Engine : 1.0, 1.97
Daily;Weekly;HPUX;Solaris -> Automated;Service;Deployment : 0.0, 0.94
Daily;Weekly;Service;HPUX -> Automated;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Solaris -> Service;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service -> HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Service;Solaris -> Automated;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Deployment -> Daily;Service;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris;Deployment -> Daily;Automated;Service : 1.0, 1.0
Weekly;Service;HPUX;Deployment -> Daily;Automated;Solaris : 1.0, 1.0
Weekly;Automated;Solaris;Deployment -> Daily;Service;HPUX : 1.0, 1.0
Weekly;Automated;Service;Deployment -> Daily;HPUX;Solaris : 1.0, 1.0
Weekly;Service;Solaris;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> Daily;Service;Deployment : 0.0, 0.94
Weekly;Automated;Service;HPUX -> Daily;Solaris;Deployment : 0.0, 0.94
Weekly;Service;HPUX;Solaris -> Daily;Automated;Deployment : 0.0, 0.94
Weekly;Automated;Service;Solaris -> Daily;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Weekly;HPUX;Solaris;Deployment -> Automated;Service : 1.0, 1.0
Daily;Weekly;Service;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Solaris;Deployment -> Service;HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;Deployment -> HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Service;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris -> Service;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service;HPUX -> Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Service;HPUX;Solaris -> Automated;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service;Solaris -> HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Solaris;Deployment -> Daily;Service : 1.0, 1.0
Weekly;Automated;Service;HPUX;Deployment -> Daily;Solaris : 1.0, 1.0
Weekly;Service;HPUX;Solaris;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated;Service;Solaris;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;Automated;Service;HPUX;Solaris -> Daily;Deployment : 0.0, 0.91
Daily;Weekly;Automated;HPUX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Weekly;HPUX;Solaris;Deployment -> Automated;Service : 1.0, 1.0
Daily;Weekly;Service;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Solaris;Deployment -> Service;HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;Deployment -> HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Service;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris -> Service;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service;HPUX -> Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Service;HPUX;Solaris -> Automated;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service;Solaris -> HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Solaris;Deployment -> Daily;Service : 1.0, 1.0
Weekly;Automated;Service;HPUX;Deployment -> Daily;Solaris : 1.0, 1.0
Weekly;Service;HPUX;Solaris;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated;Service;Solaris;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;Automated;Service;HPUX;Solaris -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Solaris;Deployment -> Service : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Deployment -> Solaris : 1.0, 1.0
Daily;Weekly;Service;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated;Service;Solaris;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Solaris -> Deployment : 0.0, 0.91
Weekly;Automated;Service;HPUX;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris;Deployment -> Service : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Deployment -> Solaris : 1.0, 1.0
Daily;Weekly;Service;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated;Service;Solaris;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Solaris -> Deployment : 0.0, 0.94
Weekly;Automated;Service;HPUX;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Solaris;Deployment ->  : 1.0, 1.0
Daily;Weekly -> Linux;Automated;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Deployment -> Linux;Daily;Automated;HPUX;Solaris : 1.0, 1.0
Weekly;HPUX -> Linux;Daily;Automated;Solaris;Deployment : 0.0, 0.94
Weekly;Automated -> Linux;Daily;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Solaris -> Linux;Daily;Automated;HPUX;Deployment : 0.0, 0.94
Linux;Weekly -> Daily;Automated;HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Linux;Automated;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;HPUX -> Linux;Automated;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Automated -> Linux;HPUX;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Solaris -> Linux;Automated;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly -> Automated;HPUX;Solaris;Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Linux;Daily;Automated;Solaris : 1.0, 1.0
Weekly;Automated;Deployment -> Linux;Daily;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris;Deployment -> Linux;Daily;Automated;HPUX : 1.0, 1.0
Linux;Weekly;Deployment -> Daily;Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Daily;Solaris;Deployment : 0.0, 0.91
Weekly;HPUX;Solaris -> Linux;Daily;Automated;Deployment : 0.0, 0.91
Linux;Weekly;HPUX -> Daily;Automated;Solaris;Deployment : 0.0, 0.91
Weekly;Automated;Solaris -> Linux;Daily;HPUX;Deployment : 0.0, 0.91
Linux;Weekly;Automated -> Daily;HPUX;Solaris;Deployment : 0.0, 0.91
Linux;Weekly;Solaris -> Daily;Automated;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Deployment -> Linux;Automated;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;HPUX -> Linux;Automated;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Automated -> Linux;HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Solaris -> Linux;Automated;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly -> Automated;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Linux;Daily;Automated;Solaris : 1.0, 1.0
Weekly;Automated;Deployment -> Linux;Daily;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris;Deployment -> Linux;Daily;Automated;HPUX : 1.0, 1.0
Linux;Weekly;Deployment -> Daily;Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Daily;Solaris;Deployment : 0.0, 0.94
Weekly;HPUX;Solaris -> Linux;Daily;Automated;Deployment : 0.0, 0.94
Linux;Weekly;HPUX -> Daily;Automated;Solaris;Deployment : 0.0, 0.94
Weekly;Automated;Solaris -> Linux;Daily;HPUX;Deployment : 0.0, 0.94
Linux;Weekly;Automated -> Daily;HPUX;Solaris;Deployment : 0.0, 0.94
Linux;Weekly;Solaris -> Daily;Automated;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;HPUX;Deployment -> Linux;Automated;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Linux;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Solaris;Deployment -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Deployment -> Automated;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Linux;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Solaris -> Linux;Automated;Deployment : 0.0, 0.91
Linux;Daily;Weekly;HPUX -> Automated;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Solaris -> Linux;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated -> HPUX;Solaris;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Solaris -> Automated;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Deployment -> Linux;Daily;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris;Deployment -> Linux;Daily;Automated : 1.0, 1.0
Linux;Weekly;HPUX;Deployment -> Daily;Automated;Solaris : 1.0, 1.0
Weekly;Automated;Solaris;Deployment -> Linux;Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Deployment -> Daily;HPUX;Solaris : 1.0, 1.0
Linux;Weekly;Solaris;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> Linux;Daily;Deployment : 0.0, 0.91
Linux;Weekly;Automated;HPUX -> Daily;Solaris;Deployment : 0.0, 0.91
Linux;Weekly;HPUX;Solaris -> Daily;Automated;Deployment : 0.0, 0.91
Linux;Weekly;Automated;Solaris -> Daily;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Deployment -> Linux;Automated;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Linux;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Solaris;Deployment -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Deployment -> Automated;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Linux;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;HPUX;Solaris -> Linux;Automated;Deployment : 0.0, 0.94
Linux;Daily;Weekly;HPUX -> Automated;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Solaris -> Linux;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated -> HPUX;Solaris;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Solaris -> Automated;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Deployment -> Linux;Daily;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris;Deployment -> Linux;Daily;Automated : 1.0, 1.0
Linux;Weekly;HPUX;Deployment -> Daily;Automated;Solaris : 1.0, 1.0
Weekly;Automated;Solaris;Deployment -> Linux;Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Deployment -> Daily;HPUX;Solaris : 1.0, 1.0
Linux;Weekly;Solaris;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> Linux;Daily;Deployment : 0.0, 0.94
Linux;Weekly;Automated;HPUX -> Daily;Solaris;Deployment : 0.0, 0.94
Linux;Weekly;HPUX;Solaris -> Daily;Automated;Deployment : 0.0, 0.94
Linux;Weekly;Automated;Solaris -> Daily;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Deployment -> Linux;Solaris : 1.0, 1.0
Daily;Weekly;HPUX;Solaris;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Solaris;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Deployment -> HPUX;Solaris : 1.0, 1.0
Linux;Daily;Weekly;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris -> Linux;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated;HPUX -> Solaris;Deployment : 0.0, 0.91
Linux;Daily;Weekly;HPUX;Solaris -> Automated;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated;Solaris -> HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Solaris;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Deployment -> Daily;Solaris : 1.0, 1.0
Linux;Weekly;HPUX;Solaris;Deployment -> Daily;Automated : 1.0, 1.0
Linux;Weekly;Automated;Solaris;Deployment -> Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Solaris -> Daily;Deployment : 0.0, 0.91
Daily;Weekly;Automated;HPUX;Deployment -> Linux;Solaris : 1.0, 1.0
Daily;Weekly;HPUX;Solaris;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Solaris;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Deployment -> HPUX;Solaris : 1.0, 1.0
Linux;Daily;Weekly;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris -> Linux;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated;HPUX -> Solaris;Deployment : 0.0, 0.94
Linux;Daily;Weekly;HPUX;Solaris -> Automated;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated;Solaris -> HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Solaris;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Deployment -> Daily;Solaris : 1.0, 1.0
Linux;Weekly;HPUX;Solaris;Deployment -> Daily;Automated : 1.0, 1.0
Linux;Weekly;Automated;Solaris;Deployment -> Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Solaris -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Weekly;Automated;Solaris;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Solaris -> Deployment : 0.0, 0.91
Linux;Weekly;Automated;HPUX;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Weekly;Automated;Solaris;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Solaris -> Deployment : 0.0, 0.94
Linux;Weekly;Automated;HPUX;Solaris;Deployment -> Daily : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Solaris;Deployment ->  : 1.0, 1.0
Daily;Weekly -> Linux;Automated;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Deployment -> Linux;Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;HPUX -> Linux;Daily;Automated;Service;Deployment : 0.0, 0.94
Weekly;Automated -> Linux;Daily;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Service -> Linux;Daily;Automated;HPUX;Deployment : 0.0, 0.94
Linux;Weekly -> Daily;Automated;Service;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Linux;Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Linux;Automated;Service;Deployment : 0.0, 0.91
Daily;Weekly;Automated -> Linux;Service;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Service -> Linux;Automated;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly -> Automated;Service;HPUX;Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Linux;Daily;Automated;Service : 1.0, 1.0
Weekly;Automated;Deployment -> Linux;Daily;Service;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Linux;Daily;Automated;HPUX : 1.0, 1.0
Linux;Weekly;Deployment -> Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Daily;Service;Deployment : 0.0, 0.91
Weekly;Service;HPUX -> Linux;Daily;Automated;Deployment : 0.0, 0.91
Linux;Weekly;HPUX -> Daily;Automated;Service;Deployment : 0.0, 0.91
Weekly;Automated;Service -> Linux;Daily;HPUX;Deployment : 0.0, 0.91
Linux;Weekly;Automated -> Daily;Service;HPUX;Deployment : 0.0, 0.91
Linux;Weekly;Service -> Daily;Automated;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Deployment -> Linux;Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Linux;Automated;Service;Deployment : 0.0, 0.94
Daily;Weekly;Automated -> Linux;Service;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Service -> Linux;Automated;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly -> Automated;Service;HPUX;Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Linux;Daily;Automated;Service : 1.0, 1.0
Weekly;Automated;Deployment -> Linux;Daily;Service;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Linux;Daily;Automated;HPUX : 1.0, 1.0
Linux;Weekly;Deployment -> Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Daily;Service;Deployment : 0.0, 0.94
Weekly;Service;HPUX -> Linux;Daily;Automated;Deployment : 0.0, 0.94
Linux;Weekly;HPUX -> Daily;Automated;Service;Deployment : 0.0, 0.94
Weekly;Automated;Service -> Linux;Daily;HPUX;Deployment : 0.0, 0.94
Linux;Weekly;Automated -> Daily;Service;HPUX;Deployment : 0.0, 0.94
Linux;Weekly;Service -> Daily;Automated;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;HPUX;Deployment -> Linux;Automated;Service : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Linux;Service;HPUX : 1.0, 1.0
Daily;Weekly;Service;Deployment -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Linux;Service;Deployment : 0.0, 0.91
Daily;Weekly;Service;HPUX -> Linux;Automated;Deployment : 0.0, 0.91
Linux;Daily;Weekly;HPUX -> Automated;Service;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service -> Linux;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated -> Service;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Service -> Automated;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Deployment -> Linux;Daily;Service : 1.0, 1.0
Weekly;Service;HPUX;Deployment -> Linux;Daily;Automated : 1.0, 1.0
Linux;Weekly;HPUX;Deployment -> Daily;Automated;Service : 1.0, 1.0
Weekly;Automated;Service;Deployment -> Linux;Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Deployment -> Daily;Service;HPUX : 1.0, 1.0
Linux;Weekly;Service;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;Service;HPUX -> Linux;Daily;Deployment : 0.0, 0.91
Linux;Weekly;Automated;HPUX -> Daily;Service;Deployment : 0.0, 0.91
Linux;Weekly;Service;HPUX -> Daily;Automated;Deployment : 0.0, 0.91
Linux;Weekly;Automated;Service -> Daily;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Deployment -> Linux;Automated;Service : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Linux;Service;HPUX : 1.0, 1.0
Daily;Weekly;Service;Deployment -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Linux;Service;Deployment : 0.0, 0.94
Daily;Weekly;Service;HPUX -> Linux;Automated;Deployment : 0.0, 0.94
Linux;Daily;Weekly;HPUX -> Automated;Service;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service -> Linux;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated -> Service;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Service -> Automated;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Deployment -> Linux;Daily;Service : 1.0, 1.0
Weekly;Service;HPUX;Deployment -> Linux;Daily;Automated : 1.0, 1.0
Linux;Weekly;HPUX;Deployment -> Daily;Automated;Service : 1.0, 1.0
Weekly;Automated;Service;Deployment -> Linux;Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Deployment -> Daily;Service;HPUX : 1.0, 1.0
Linux;Weekly;Service;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;Service;HPUX -> Linux;Daily;Deployment : 0.0, 0.94
Linux;Weekly;Automated;HPUX -> Daily;Service;Deployment : 0.0, 0.94
Linux;Weekly;Service;HPUX -> Daily;Automated;Deployment : 0.0, 0.94
Linux;Weekly;Automated;Service -> Daily;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Deployment -> Linux;Service : 1.0, 1.0
Daily;Weekly;Service;HPUX;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Deployment -> Automated;Service : 1.0, 1.0
Daily;Weekly;Automated;Service;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Deployment -> Service;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Service;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX -> Linux;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated;HPUX -> Service;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Service;HPUX -> Automated;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated;Service -> HPUX;Deployment : 0.0, 0.91
Weekly;Automated;Service;HPUX;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Deployment -> Daily;Service : 1.0, 1.0
Linux;Weekly;Service;HPUX;Deployment -> Daily;Automated : 1.0, 1.0
Linux;Weekly;Automated;Service;Deployment -> Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Service;HPUX -> Daily;Deployment : 0.0, 0.91
Daily;Weekly;Automated;HPUX;Deployment -> Linux;Service : 1.0, 1.0
Daily;Weekly;Service;HPUX;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Deployment -> Automated;Service : 1.0, 1.0
Daily;Weekly;Automated;Service;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Deployment -> Service;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Service;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX -> Linux;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated;HPUX -> Service;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Service;HPUX -> Automated;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated;Service -> HPUX;Deployment : 0.0, 0.94
Weekly;Automated;Service;HPUX;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Deployment -> Daily;Service : 1.0, 1.0
Linux;Weekly;Service;HPUX;Deployment -> Daily;Automated : 1.0, 1.0
Linux;Weekly;Automated;Service;Deployment -> Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Service;HPUX -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service;HPUX;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Deployment -> Service : 1.0, 1.0
Linux;Daily;Weekly;Service;HPUX;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Weekly;Automated;Service;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Service;HPUX -> Deployment : 0.0, 0.91
Linux;Weekly;Automated;Service;HPUX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Deployment -> Service : 1.0, 1.0
Linux;Daily;Weekly;Service;HPUX;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Weekly;Automated;Service;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Service;HPUX -> Deployment : 0.0, 0.94
Linux;Weekly;Automated;Service;HPUX;Deployment -> Daily : 1.0, 1.0
Linux;Daily;Weekly;Automated;Service;HPUX;Deployment ->  : 1.0, 1.0
Daily;Weekly -> Service;AIX;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;Service;AIX;HPUX;Solaris : 1.0, 1.0
Weekly;HPUX -> Daily;Service;AIX;Solaris;Deployment : 0.0, 0.94
Weekly;AIX -> Daily;Service;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Solaris -> Daily;Service;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;Service -> Daily;AIX;HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Service;AIX;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;HPUX -> Service;AIX;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;AIX -> Service;HPUX;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Solaris -> Service;AIX;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Service -> AIX;HPUX;Solaris;Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Daily;Service;AIX;Solaris : 1.0, 1.0
Weekly;AIX;Deployment -> Daily;Service;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris;Deployment -> Daily;Service;AIX;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Daily;AIX;HPUX;Solaris : 1.0, 1.0
Weekly;AIX;HPUX -> Daily;Service;Solaris;Deployment : 0.0, 0.91
Weekly;HPUX;Solaris -> Daily;Service;AIX;Deployment : 0.0, 0.91
Weekly;Service;HPUX -> Daily;AIX;Solaris;Deployment : 0.0, 0.91
Weekly;AIX;Solaris -> Daily;Service;HPUX;Deployment : 0.0, 0.91
Weekly;Service;AIX -> Daily;HPUX;Solaris;Deployment : 0.0, 0.91
Weekly;Service;Solaris -> Daily;AIX;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Deployment -> Service;AIX;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;HPUX -> Service;AIX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;AIX -> Service;HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Solaris -> Service;AIX;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Service -> AIX;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Daily;Service;AIX;Solaris : 1.0, 1.0
Weekly;AIX;Deployment -> Daily;Service;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris;Deployment -> Daily;Service;AIX;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Daily;AIX;HPUX;Solaris : 1.0, 1.0
Weekly;AIX;HPUX -> Daily;Service;Solaris;Deployment : 0.0, 0.94
Weekly;HPUX;Solaris -> Daily;Service;AIX;Deployment : 0.0, 0.94
Weekly;Service;HPUX -> Daily;AIX;Solaris;Deployment : 0.0, 0.94
Weekly;AIX;Solaris -> Daily;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Service;AIX -> Daily;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Service;Solaris -> Daily;AIX;HPUX;Deployment : 0.0, 0.94
